tweet_id	reply_id
1042904054991605760	1042930710259089408|
1042904247459753984	1042909063753986049|
1042905661028413440	1042909582111191040|
1042905883108241408	1042906351926632448|
1042906246112833536	1042906372608847872|
1042906476162023429	1042906970666278912|
1042906832237289472	1042909372945334272|
1042906945341087749	1042911613567868928|
1042907296991371264	1042908502174294017|
1042908244778278912	1042997239310733312|
1042908362621497344	1043251210285920256|
1042908829011210241	1042909651090792449|
1042909190388363264	1043511128842588160|
1042909597604823040	1042918778726572032|
1042909729054490624	1042934380967153664|
1042909855856648192	1042910190218076160|
1042910548730564608	1042912083459932160|
1042911110586875904	1042911915561967616|
1042911361947377670	1042919220110143489|
1042913112641482752	1042913670408364033|
1042913235282878464	1042917176460673024|
1042913670408364033	1042917770256629760|
1042914862165368833	1042922793682317312|
1042916868527456265	1042919772906827776|
1042917342408110080	1042922404433944577|
1042917483974418432	1042933351944867840|
1042918845843951616	1042925175392485376|
1042918894808313856	1042975169030090752|
1042918959190822913	1042983360006520838|
1042918993693106177	1042920454732881921|
1042919484183511041	1042920608722350082|
1042919769442320384	1042959420173410304|
1042920489121931264	1042922823897894914|
1042920532407140353	1042921217819373573|
1042920567140020224	1042923273154179072|
1042920837182046210	1042922517441249281|
1042921325155639296	1042922536843898880|
1042921346513203201	1042950372296417281|
1042921384274526209	1042921575606091778|
1042922310573989888	1042924218382540800|
1042922793682317312	1042923787036057600|
1042922853505613824	1042925767326359552|
1042923020245852160	1042934757737156608|
1042923353567322112	1042924527406202881|
1042923488519045121	1042924021661151232|
1042924021661151232	1042924731542982666|
1042924391942676480	1042951209861242880|
1042924586671779840	1042925208858968064|
1042924690556297223	1042926041998782465|
1042924731542982666	1042925347782590464|
1042925010837549056	1043254481067159553|
1042925139774656512	1043231902063190016|
1042925187820339205	1042927713034678272|
1042925709973446656	1042926643218665473|
1042925941096235008	1042937045851594752|
1042926765876961280	1042929351610781697|
1042927065656246274	1042928276010786816|
1042927275132350464	1042938347470106626|
1042927697221935104	1043305966165520385|
1042927713034678272	1042930031176155136|
1042928861845966849	1042929702841843713|
1042929510687989760	1043066759652098048|
1042929598105837568	1042945317023277056|
1042929747376799744	1043334233501122560|
1042931551607160832	1042988777117872128|
1042931681718673408	1042933070427508742|
1042932671779758080	1042933659844530177|
1042933659844530177	1042937886130274304|
1042935582190698502	1042936294731657216|
1042935586191884288	1042937021524631552|
1042936708986073088	1042939037252632576|
1042936888821248000	1042941999467257857|
1042937050461138944	1043281024912961542|
1042937085957562369	1042937787094204416|
1042937153217593349	1042937732744597510|
1042937886130274304	1043131526504837121|
1042938299562815488	1042938858365743105|
1042938503837802497	1042954109211627522|
1042938858365743105	1042940795748343808|
1042939124209143808	1042939125916229632|
1042939775827603457	1043362909240352768|
1042940795748343808	1042941426538106881|
1042940970789228544	1042944573725523968|
1042941008634413056	1042978138110812160|
1042941320711626753	1044324202940116992|
1042941507077066752	1042970879456501760|
1042941540174376960	1043152564471189504|
1042941648207060993	1042942780862070784|
1042942026503860224	1042977105624150016|
1042942770963312640	1044058002922233856|
1042942886533365762	1042947261498642433|
1042942981744074752	1042943468203663365|
1042943297940013056	1042943841500721157|
1042943762610176000	1043152624722345985|
1042943841500721157	1042956539835961345|
1042944032488476672	1042952668250103808|
1042944517555593216	1042952883963146240|
1042944914244481026	1042947472992219136|
1042945216276299776	1043091307542065153|
1042945555226341378	1042946516447580160|
1042945556501286912	1044067129677484032|
1042945944554287105	1042947796607717376|
1042946043803885568	1042947129575129089|
1042946360679587840	1044906181096075264|
1042946540011233280	1042947289717895168|
1042947130485293056	1042949568399237120|
1042947298303639554	1042952978519535616|
1042947591552622593	1042947890845507584|
1042948464408055808	1042971529959694339|
1042948956047777793	1042952807270105088|
1042949050369286147	1043035693860016129|
1042949064793489409	1042952324929519616|
1042949105574600710	1042949993672261633|
1042951059252109313	1043247233263718400|
1042951196418473984	1042983032880160773|
1042951713051762688	1042952669491417094|
1042951847558836224	1042952138270433281|
1042952952837799936	1042967370732470272|
1042953167611277313	1042979108467040256|
1042953308711870465	1042959878376050691|
1042953533312647173	1043114046306828288|
1042953819661824000	1043020676863483905|
1042954145689423872	1042954671055355906|
1042955203438366721	1042981856638062592|
1042955553708929025	1043004048612286465|
1042955555642515456	1043127439088603137|
1042956240895336448	1042958274721509376|
1042956339977179136	1042958315427377153|
1042956668613664769	1042956903448494085|
1042956965863813120	1043092326090829824|
1042957295880101888	1042958423640293376|
1042957302297489408	1043113320071524352|
1042958015165415424	1043459638665117696|
1042959091654688768	1042961806376034304|
1042959435633582081	1042974653428293632|
1042960326088708097	1044460650364198913|
1042960332363362304	1043158721608785920|
1042960783104270336	1042961009567313922|
1042961190077575168	1042962860102635521|
1042961622162128897	1043523499426570240|
1042962325265731584	1042964128954892289|
1042962505721683968	1043295726921572352|
1042962511287476235	1042962526458339328|
1042963560916111360	1043246249971830784|
1042963834447622145	1042974165614116866|
1042964755898671104	1042965092676055040|
1042964815843614721	1042964980302340096|
1042965834979860482	1043363369783312385|
1042966053427572737	1042967697968062465|
1042966759572168706	1043024450000547848|
1042967091027107840	1042975956590321664|
1042967263433900032	1042969320723304448|
1042967634537402368	1042968118979518464|
1042967737646153729	1042968030895067137|
1042968937791713280	1042970235257511936|
1042969229828481024	1042984591559090176|
1042970438496931840	1042976426058809344|
1042970913543782405	1043046032366481408|
1042971164593872896	1042971711556280322|
1042971350216761344	1042972095930544128|
1042971397759356928	1042972786539593728|
1042971465761673216	1042974950443835394|
1042971929446162437	1043099121215856640|
1042972451989336065	1042973488779341824|
1042972736723800066	1043238598319976450|
1042972911907233793	1043021978771177473|
1042973182716727296	1043097295691100160|
1042973488779341824	1042973992129376256|
1042974310288293888	1043274167515340801|
1042974661699465216	1042975848297627648|
1042975023370305536	1042975182724521984|
1042975091590492162	1042975988395716608|
1042975535821975552	1042978911192276992|
1042975575948677121	1043022723004284931|
1042975611180871680	1043237152455385088|
1042976227173122048	1042978019252494336|
1042976289777303552	1042976576051322880|
1042978137217409024	1043121317757820928|
1042978221673865216	1042991662606082048|
1042978372769345537	1042978855756095489|
1042978905097822208	1042979505642459136|
1042979555399618560	1043163441526185984|
1042979568011735040	1042980954027909121|
1042979683158110208	1042992012343963648|
1042979966277885952	1042980939213594625|
1042980463910907904	1042987053405728768|
1042982394964238336	1042982398529392640|
1042982456473907200	1042985246285684737|
1042982538438828033	1042982969806213120|
1042983006913347584	1042983756963827712|
1042983021161279488	1043021162005946368|
1042983144335593472	1042985525236314120|
1042984965040795648	1043044289788309504|
1042985700474290177	1043081582901387265|
1042986190746443779	1043141710463688705|
1042986756306436099	1042987977452843012|
1042987288316149761	1043116983015952385|
1042987632320335874	1042988074743943168|
1042988257166819329	1043007205111283713|
1042988387454468097	1042988394471514112|
1042988438637535233	1042990255798775809|
1042989091065802757	1043023759622385664|
1042989472109875202	1042990358492135426|
1042989817850515457	1043001264160686080|
1042992055318765568	1042992578994483201|
1042992648796102657	1043009624314499074|
1042992903008604163	1042994699378642944|
1042993607433629697	1045106538568962048|
1042994683176050688	1043043706780217344|
1042996123504279552	1042998515700387840|
1042996765455052800	1043738867570888705|
1042997127276716032	1042998164867833857|
1042997218859315202	1042998111352717312|
1042998111352717312	1042998489506930691|
1042999255227498497	1043002386866823169|
1042999752948834305	1043105600173944832|
1043000235016957952	1043185395872264192|
1043000319293120512	1043045438184718336|
1043000920047382529	1043002137918066688|
1043001801136472066	1043002450582458370|
1043001878433263616	1043014114484805632|
1043001996876238849	1043003596046913536|
1043002386866823169	1043007744477818885|
1043002450582458370	1043002905819721731|
1043004055176458243	1043010247562940416|
1043004995342192642	1043008287300411393|
1043005647820713985	1043006773001474048|
1043005952922808320	1043006645234589696|
1043006703074045952	1043365312941371392|
1043006713152987137	1043017133829939202|
1043007703205871624	1043008262386286595|
1043012246333358080	1043014456156938240|
1043012589519654918	1043014290439987200|
1043014672952090625	1043015404858163200|
1043015148724572160	1043208000142553089|
1043015738787684352	1043138001931513856|
1043016812756008964	1043019534406283268|
1043017424683950081	1043150816172023808|
1043018010854735872	1043018690311028742|
1043018437189033984	1043022650778386432|
1043018988983218176	1043019311902674944|
1043019268948803584	1043131292395683840|
1043019387488239616	1043019954449088512|
1043019933171376128	1043150071423016960|
1043021248651882497	1043022025445453824|
1043021657042907136	1043023565908393984|
1043022911643181056	1043046253540458498|
1043022948427153408	1043026010894036992|
1043023430495363073	1043324514606538753|
1043024120730902529	1043563392936624128|
1043024924493807616	1043025342510690304|
1043025845848137730	1043064580572884992|
1043026042808483840	1043026483583758338|
1043026303606116353	1043039227296985088|
1043027546617438208	1043028408421105664|
1043027836880080903	1043027966639267840|
1043028022989709312	1043030196146696193|
1043028110705225728	1043084650384683008|
1043028752463101952	1043028830632345605|
1043030964329275393	1043030976920576000|
1043031041554833408	1043038791911591936|
1043031573145083905	1043065150868217856|
1043033348434620416	1043034691803086848|
1043034381223223296	1043047722473988096|
1043034639734984705	1043067750976053251|
1043034775412326400	1043040475861725184|
1043035525806927872	1043037767029219328|
1043036938880528384	1043071125889024005|
1043037288253538304	1043041194635354112|
1043038821363769345	1043039366237499392|
1043039031607488513	1043039900050890753|
1043039597603635205	1043040770339598336|
1043040642132258816	1043125785903677441|
1043041502103040000	1043161099582021639|
1043041625734184961	1043041875962167296|
1043042667381309440	1043058760116252672|
1043042694694621184	1043088731895414784|
1043043048995868672	1043046624761708546|
1043044271488737280	1043053650917122048|
1043044349150474240	1043044878928830465|
1043044491068887040	1043045060206645249|
1043045333515812864	1043050957679017985|
1043045416445587456	1043046630008729600|
1043047232872755200	1043048808186355712|
1043047245250289664	1043071969653137408|
1043047287050698752	1043050545295122432|
1043047921753698304	1043200565667229697|
1043049178342060032	1043049912076824577|
1043049959464099841	1043050714556243970|
1043051126852071425	1043059251722285056|
1043051741556690944	1043056394621132805|
1043052977899102209	1043056289079848961|
1043053107025006592	1043168118070112257|
1043054148898512896	1043086381298278400|
1043055410792615937	1043055998775316480|
1043055709292822528	1043065056810999808|
1043055712711176192	1043058383480217600|
1043055798820265985	1043138312347820033|
1043057059372064768	1043126640438648833|
1043057277517873153	1043057281678684160|
1043057835578404864	1043058446663217152|
1043058116252917760	1043059058352300032|
1043059216720846848	1043064252234379264|
1043059648063057920	1043099873183244289|
1043060082420920321	1043062060555403265|
1043060373778325504	1043062947474563072|
1043061551387815936	1043061824659312640|
1043061574649487360	1043201396290531328|
1043062290327789569	1043317886696206338|
1043063491832279040	1043111138454589440|
1043064506111455232	1044651675389243393|
1043064536180379649	1043065187899781120|
1043065691077791744	1043265962856914947|
1043066245455785985	1043069284447145984|
1043066310832414721	1043071121963327488|
1043066684754550784	1043426293302415360|
1043066789280849920	1043121075012489216|
1043067083410558976	1043069906684653569|
1043067471618551808	1043067981675343872|
1043067566623805440	1043070259694133248|
1043067797130096642	1043068280662122496|
1043068654093561856	1044680039881691136|
1043069044885057537	1043234037593124864|
1043069569965940741	1043070577903378432|
1043069852540456960	1043163007625252864|
1043070166639230978	1043076647874904066|
1043070577903378432	1043070958452523008|
1043070604096630785	1043106289369247744|
1043070781805289472	1043071405116608512|
1043071642476470273	1043072328559673344|
1043072282866933761	1043499777663623169|
1043072410881351685	1043905002413133824|
1043072766931546113	1043073123917201408|
1043072795029192704	1043114981200412672|
1043073087019855872	1043086676086726657|
1043073977881649152	1043121194906660864|
1043074232354332672	1043075033638363136|
1043074387413540865	1043074853493002241|
1043074684605087745	1043188545421225986|
1043074724954300416	1043087487785218048|
1043075080849420290	1043075104899584000|
1043078306827042816	1043078834772267009|
1043079896740913152	1043099584812265472|
1043080912521576449	1044612291268931585|
1043081990659039232	1043130698952073216|
1043084285757087744	1043110306036310016|
1043084598257885184	1043101728353267713|
1043084977263575040	1043087417731731456|
1043085369351331845	1043086515730034690|
1043086087630073856	1043087367773532160|
1043086445194358784	1043265776881422336|
1043086720919457793	1043088733539627010|
1043087697206624256	1043093677399334912|
1043088457420230656	1043092626713526272|
1043088657496907776	1043128220319711232|
1043089473385521154	1043091305042255873|
1043089954702872578	1043090846961356801|
1043090450809348096	1043417097852862464|
1043090910727360512	1043113410177712128|
1043091688812630016	1043100622344601601|
1043092099749621761	1043207909738471425|
1043092143890415616	1043092715070791680|
1043092583688417280	1043094280477257728|
1043092626713526272	1043096693326209029|
1043092715070791680	1043094805407035392|
1043093178788798469	1043093686194786304|
1043093249001488384	1043100996342304768|
1043093391637196801	1043096739790704642|
1043093417394429952	1043145681467265025|
1043093682382151680	1043099348953976833|
1043094052714029056	1043094852987219970|
1043094232062480385	1043094234599968769|
1043095020616732673	1043096856459395072|
1043095504664637440	1043426987572973568|
1043095764711493633	1043103305835184128|
1043097109103169537	1043097110017540097|
1043097154187870209	1043099356734345216|
1043097459642298368	1043123341241081856|
1043097984827891712	1043098659955593217|
1043098659955593217	1043674171576918017|
1043099246893965312	1043099304964116480|
1043099348953976833	1043873242317029377|
1043099438015815681	1043099523348946945|
1043099633097076736	1043099634514706432|
1043100862653104128	1043112468191555584|
1043101015904407552	1043106608786497536|
1043101434005188608	1043130311536721921|
1043101961724153856	1043104555225870336|
1043103012858851328	1043110973740142593|
1043103103992688640	1043105241024090118|
1043104180506898432	1043129525192851458|
1043104469376851969	1043107628987998208|
1043104819504967681	1043107871540629504|
1043105506330660865	1043110930492661760|
1043105616322027521	1043105978890240002|
1043105978105901056	1043112657941880833|
1043106148411420673	1043137483372933120|
1043106288069173248	1043107400247640064|
1043107184731537408	1043122919499591682|
1043107400247640064	1043109270919700481|
1043108000242839556	1043113135484362752|
1043108494432448512	1043202145384886272|
1043108605640298496	1043112338122047489|
1043109588785090560	1043110939380391936|
1043110342937772034	1043112380908089345|
1043110772128313345	1043111266146037760|
1043111497885470721	1043111766585221121|
1043111800126894080	1043114318760271872|
1043111992486240256	1043132792085917698|
1043112202520219651	1043121272274780161|
1043113585319260160	1043114856906452992|
1043113856493596672	1043121058071621633|
1043114313924243456	1043272143323115520|
1043114346971361280	1043139213959540737|
1043114352625295360	1043117198179487744|
1043115053938032641	1043227462442930183|
1043115059621359616	1043123214766039042|
1043115330690801664	1043123017239416832|
1043116185015840768	1043128982722543616|
1043116747778387969	1043524606513033217|
1043117235294875648	1043137325662916609|
1043117304152817664	1043128053109587968|
1043117612983635968	1043121512054546432|
1043118281245294593	1043138132257001472|
1043118762063552513	1043125420089110529|
1043119418803449856	1043122338999554048|
1043119645132087296	1043175954259034112|
1043120024725213184	1043122826297974784|
1043120828970401793	1043617278166794247|
1043120833382764547	1043129519274524672|
1043120925011574786	1043227301977022464|
1043121440239673344	1043178220613382144|
1043121858797686785	1043213166971240449|
1043122098544234496	1043169204734750721|
1043122335203708930	1044287327667986437|
1043122888990236672	1043123363537977345|
1043123017239416832	1043126196463124480|
1043123162496544768	1043126409990995969|
1043123239860490242	1043140190812991488|
1043124193401991168	1043545232745353216|
1043124259223232512	1043125488934428672|
1043124879459934208	1043158963456491522|
1043124917842141185	1043139279189291008|
1043125939025133569	1043234176517001216|
1043126212581883904	1043141897395548161|
1043126336473055235	1043150656209645569|
1043126559685660672	1043127998302613505|
1043127621289213952	1043190702681808897|
1043128061246484480	1043139555304656896|
1043128369649307651	1043441161971671041|
1043128595231604738	1043131037499441152|
1043128918704840704	1043276918559334402|
1043128930402791426	1043130350405410817|
1043128982722543616	1043224988000641025|
1043130170612244481	1043142615548358656|
1043130698952073216	1043137199250833408|
1043130815511707648	1043131453528330240|
1043131777399906305	1043212459501342720|
1043132672510386178	1043154552491409408|
1043133116129267712	1043133817077293056|
1043133236371697664	1043136140784660480|
1043134041153855488	1043138130440806401|
1043134094400479232	1043160047742791681|
1043134303713026048	1043145212175032320|
1043134395224285185	1043134562967015424|
1043134436554895361	1043138467025350658|
1043134562967015424	1043172731519262720|
1043134721151193088	1043146188256669696|
1043135652831866880	1043137738764165121|
1043135688898699266	1043342250321870848|
1043136550614323200	1043138572495347712|
1043136564266713089	1043138005609852929|
1043137757705433089	1043138906261209090|
1043137860948426753	1043143973928235010|
1043137954095550465	1043150675251744768|
1043138006201389057	1043199478134697986|
1043138342236303360	1043139699248979969|
1043138344312561664	1043558099817123840|
1043138538664022017	1043138743765540872|
1043138567973888003	1043424759097253890|
1043138786480283653	1043138970366959616|
1043138814309543938	1043160636899901441|
1043138928394481666	1043173492693200896|
1043139186155573248	1043212003097993216|
1043139438967250944	1043161989986574337|
1043140597639536640	1043140957758218242|
1043141188138688512	1043223006607233025|
1043141464312754176	1043384742002008065|
1043142448770371584	1043144291936288770|
1043142684444164098	1043148343369560065|
1043142847426424832	1043143187613839362|
1043143071117062146	1043210857352589312|
1043144009999429632	1043153196653404160|
1043144291936288770	1043145164200570880|
1043145640744771586	1043146212185198593|
1043145724886568961	1043152210509680640|
1043145898103066624	1043155459358646274|
1043145966579314691	1043146255357173765|
1043146201309356033	1043528694470533121|
1043146252647583744	1043179607019667456|
1043146566729703425	1043147401417117696|
1043146627576258561	1043157138116358145|
1043146723042975744	1043146941943742464|
1043146913728614400	1043148169767473152|
1043146941943742464	1043147318533533696|
1043147016866590728	1043147722948333568|
1043147440050851840	1043196918703312897|
1043147977353830406	1043148469681233920|
1043148165883416576	1043155301518565378|
1043148469681233920	1043182318951784451|
1043148503013240832	1043151310537801730|
1043148545707126786	1043149362489114626|
1043149132930658304	1043149883023208448|
1043149140446900224	1043150088921669632|
1043149721966202880	1043171465300979712|
1043149813167124488	1043150343415246849|
1043149838253285376	1043150264050569218|
1043150320812150784	1043226571652390912|
1043150604112207872	1043160083813814273|
1043150632046211072	1043153624334049282|
1043150661729181696	1043160949966954497|
1043150740389343232	1043378521664409600|
1043151098763075584	1043151463311134720|
1043151285418123264	1043342350624337921|
1043152154708459520	1043154607151693831|
1043152624722345985	1043165964198707200|
1043152988976689152	1043160247442046977|
1043153572500856833	1043154478730551296|
1043153787693793280	1043157486059040768|
1043153905968967681	1043266250737176576|
1043153953045860352	1043153962155827200|
1043154478730551296	1043154659479830528|
1043154500452802560	1043155086187356161|
1043154690052108289	1043156080963084288|
1043154909174984709	1043188111457443840|
1043155199194542080	1043187896780374017|
1043155291167186950	1043215370172096512|
1043156197077991425	1043156635571638272|
1043156241604898816	1043176721770602496|
1043156519037140992	1043286811915825152|
1043156534711074817	1043211828501733376|
1043156557817495552	1043159782096556032|
1043156851754332161	1043156853335552000|
1043157019472084993	1043160676787793921|
1043157074673319937	1043927366630879236|
1043157155283718144	1043157563217461249|
1043157175261175818	1043635625876807680|
1043157195947487232	1043398917566746625|
1043157210942136320	1043158784707883008|
1043157293335031808	1043157662182133761|
1043157423152754688	1043158177414610946|
1043157531919622145	1043161580962304000|
1043157563217461249	1043158344054259714|
1043157779614183430	1043161051427168256|
1043157826053398528	1043162461673680899|
1043157951404548096	1043235838749016064|
1043158055507111936	1043158059210756097|
1043158344054259714	1043159173435932672|
1043158481006718976	1043168441996402688|
1043158552662237184	1043158953511866370|
1043158567933505537	1043159161473662976|
1043159370815524869	1043197288817090562|
1043159691981975552	1043331788897181696|
1043159706079035394	1043159707974819841|
1043159710000709632	1043159712622096384|
1043160202160291840	1043389881244889090|
1043160286788632576	1043317978677141504|
1043160312315146240	1043276556754411525|
1043160399691087873	1043473282727579648|
1043160444091985920	1043229818836398080|
1043161178212638728	1043162630733619201|
1043161652034555905	1043491657264455688|
1043161687627427842	1043165104164954113|
1043162074178703360	1043163303021666304|
1043162163379097600	1043429277985898496|
1043162244006141952	1043171087037722624|
1043162361727610880	1043165847970172928|
1043162444611239937	1043369261169762305|
1043162767144964096	1043165476128518145|
1043163268347383809	1043167743208374272|
1043164508775170048	1043196651584860160|
1043164599963529216	1043308411939483648|
1043164685724315649	1043184173010354177|
1043164862501793792	1043173170499309569|
1043164948417765376	1043165647935401984|
1043165353298337797	1043165355412283392|
1043165353893945345	1043179343667716096|
1043165355412283392	1043165357018636288|
1043165437691867136	1043350647284723713|
1043165798347485186	1043167875765129216|
1043166504252932096	1043181344862265349|
1043166568568561664	1043168022196838403|
1043166587493076992	1043242828761972737|
1043166967983693825	1043169437740871681|
1043167283236007936	1043197095765790727|
1043167378060861440	1043168159283458049|
1043167522340708352	1043449612017664000|
1043167911760867330	1043179085030154247|
1043168124781187072	1043206998932615169|
1043168140920848384	1043171932567478272|
1043168265944662016	1043171066401751041|
1043168269539004417	1043168939168030720|
1043168318683852800	1043169805308706817|
1043168709421031424	1043260448945127424|
1043168991647354880	1043170333400780805|
1043169231473438723	1043173374141366272|
1043169319507709953	1043227947606265856|
1043169570272423936	1043339293865865216|
1043169661381210113	1043170158313984000|
1043169805308706817	1043170279231574016|
1043169868621611009	1043173112093855744|
1043170282796511233	1043180673136304133|
1043170350689861633	1043170786108993539|
1043170471364067330	1043171683950059520|
1043170479274647552	1043429262940930049|
1043170555409649665	1043174922166657024|
1043170891230638080	1043171414369611776|
1043170928882937857	1043175310353547264|
1043171117538525184	1043173551749124097|
1043171492312309761	1043182637656039431|
1043171763415265280	1043173067932004352|
1043171945091682306	1043645863564910597|
1043172275263086592	1043176830952464384|
1043172336344522753	1043198157839060992|
1043172731519262720	1043173167928406016|
1043172755179495430	1043173471231135749|
1043172855691849729	1043399800761339904|
1043172922188341249	1043971571583528960|
1043173003868168193	1043181354068803584|
1043173022985867268	1043173024462200832|
1043173510649131008	1043173792942620672|
1043173626172731393	1043174340349624320|
1043173671068737536	1043176958547423238|
1043173801351991296	1043173804460007424|
1043174364567494656	1043230984110522368|
1043174489876586498	1043456724403990528|
1043174628863033344	1043175145425186816|
1043174786686496768	1043220516176191488|
1043175133987450881	1043405299414196224|
1043175160138932224	1043175943794307072|
1043175508345868288	1043176048886800385|
1043176634482872320	1043176641395126273|
1043176656012238848	1043177136805343235|
1043176808022269956	1043177482898288642|
1043176933524209666	1043178278406815746|
1043177033898049536	1043177710237966336|
1043177337553076227	1044533194702426112|
1043177848327032832	1043178857455595521|
1043178217203486720	1043179864050880513|
1043178472783466496	1043181089278160896|
1043178913894150144	1043203103665913858|
1043178987697201152	1043180683072548864|
1043179290706231296	1043180992771633153|
1043179403461705729	1043197385009254400|
1043179674237427712	1043189520332541952|
1043179856148791297	1043183467394158603|
1043179882400899073	1043308485734150144|
1043180273687506949	1043180649971101696|
1043180477509763072	1043201641602793473|
1043180683072548864	1043185305766047744|
1043180683521216512	1043187522119946240|
1043180962459344901	1043181768009019392|
1043181617676787712	1044728426538516480|
1043181851546984448	1044198242572021760|
1043181984007245824	1043395153636073473|
1043182128815644674	1043184944762310656|
1043182318951784451	1043182548271214592|
1043182533549203457	1043191050305658880|
1043182544081117184	1043183974401622018|
1043182548271214592	1043184085147873281|
1043182604445310977	1043331036103340033|
1043183014555992065	1043394788760973312|
1043183081128161281	1043202349651689472|
1043183385248718848	1043188602010853376|
1043183530916933632	1043199137011904513|
1043183933528178693	1043184569883807745|
1043184416615489537	1043184666629611521|
1043184739211993088	1043185250082451457|
1043184744916168704	1043187319782690816|
1043184828563238913	1043226444158197763|
1043184895684734976	1043190841496555520|
1043184958658019333	1044218535961133059|
1043184975804289025	1043190429431357441|
1043185120042266624	1043968276445966340|
1043185757521817600	1043245264620990466|
1043186070257524739	1043313105156165632|
1043186471660859397	1043189572870520833|
1043186672710680576	1043602172771020800|
1043187164786425856	1043581311225597952|
1043187406151794693	1043195710328516608|
1043187516436668416	1043194563601555458|
1043187574284660737	1043187994851729408|
1043187689225371648	1043603828267016192|
1043188005031305216	1043199353404370945|
1043188419193700353	1043189320939646978|
1043188602010853376	1043189810125520901|
1043188774560251904	1043190063268589569|
1043188829459546112	1043196236432588803|
1043189085764866048	1043194278749642753|
1043189336047579137	1043189881730723841|
1043189629833363456	1043189903478214661|
1043190405498470400	1043191151359127552|
1043190528588828672	1043481734531166208|
1043190607827660801	1043190949013278720|
1043190829551050752	1043201197711257600|
1043191151359127552	1043193240613138432|
1043191210591047681	1043549884387811328|
1043191431467335680	1043191726108753925|
1043191587398983680	1043192185083060224|
1043192003788517377	1043207643656056837|
1043192247645286401	1043192731206672384|
1043192259821195264	1043207766490472449|
1043192271158558720	1043195212326203393|
1043193153489195009	1043196491169505287|
1043193413166747648	1043601724039159816|
1043193435518197760	1043193972439625735|
1043193437309218817	1043195482019790848|
1043193455113957376	1043281469878284289|
1043194116849299456	1043196256686727168|
1043194197656911874	1043281261949845506|
1043194284395180032	1043196419488837635|
1043194284411768834	1043398301960351744|
1043194582987489282	1043203069025107968|
1043194583562297344	1043507322964848641|
1043195482019790848	1043196241146916864|
1043195598902579200	1043385172480217089|
1043195665004863491	1043196570219544577|
1043195749377495041	1043196643552768005|
1043195753668194304	1043247737389629440|
1043196241146916864	1043601503603318785|
1043197833556385792	1043199956733980672|
1043199011514208259	1043210050582523904|
1043199035891437569	1043262348683878405|
1043200260934381568	1043200600010383360|
1043200347110563841	1043201358185291776|
1043200422834515969	1043201338224472064|
1043200469667991552	1043388896195817472|
1043201752932134912	1043202182537859073|
1043202413719482368	1043372030249164800|
1043202908429406213	1043203505958207488|
1043203091733118976	1043203383375605760|
1043203146229723136	1043203510102315008|
1043203167125684224	1043203793851219969|
1043203198247464961	1043203624334180352|
1043203373527457797	1043210689005989893|
1043203478510862336	1043232531615600640|
1043203503789883394	1043337818649452544|
1043203801996505088	1043204664177696768|
1043203869600350209	1043217804298604544|
1043204067013652480	1043264589427879936|
1043204325843951616	1043226223139319808|
1043204701603471361	1043208210692366337|
1043205584508674048	1043508337013346304|
1043205753157369857	1043221556363780098|
1043205782563635200	1043207087218716672|
1043205805355532289	1043222467043635201|
1043205849198612480	1044218327911071744|
1043206290837790722	1043207911638368256|
1043207773188698112	1043209707681443840|
1043207816864059403	1043207819003133952|
1043208419812024320	1043405684505755648|
1043209898341879808	1043220314166108160|
1043210106215780352	1043434512221274112|
1043210137123651585	1043214445990830086|
1043210241897390081	1043254573937426432|
1043210336227217408	1043228224464060419|
1043210857352589312	1043211300950630400|
1043210957894430722	1043254800605884416|
1043211632942436353	1043261461685002240|
1043211878099505153	1043213475588329473|
1043212525884645382	1043218326883913728|
1043212725424467968	1043213596346527744|
1043212918429347840	1043227192942047232|
1043213032900505600	1043215227704229889|
1043213078693736449	1043218978267701248|
1043213217865105408	1043217405693050885|
1043213517078245376	1043270918124912640|
1043214066565693440	1043214070873305088|
1043214112409321472	1043424365545582592|
1043214145393451015	1043628469475663872|
1043214370149285888	1043227245874225157|
1043215089623597058	1043231438357712896|
1043215283924566016	1043233913513148417|
1043216077549957120	1043241551323754496|
1043216177676386304	1043219710723088385|
1043216187008536577	1043500397191749632|
1043216584540532737	1043236703023054848|
1043216609790242816	1043217759210008587|
1043217107369033733	1043237248253214720|
1043217190181384192	1043217729912811522|
1043217363489959936	1043492901773299712|
1043217458289467393	1043302146370748417|
1043217514199699457	1043258513433096192|
1043217516544368642	1043225867575418880|
1043218004069236737	1043218736726007808|
1043218536057974792	1043220390997372933|
1043218585236193281	1043219478111297536|
1043218629515329536	1043392502970155008|
1043218736726007808	1043245119086964737|
1043218746674962433	1043223763041562626|
1043218786571042816	1043331859994660864|
1043218798508158976	1043219718725877761|
1043218864887226374	1043332115905966081|
1043218877860274178	1043229221836021760|
1043218957178753024	1043226381830811648|
1043219445793996800	1043230755030290432|
1043219840503296001	1043220766488240128|
1043220063699054597	1043220875238170625|
1043220173963100160	1043221068801077249|
1043220697500319745	1043233146072907776|
1043220781818249216	1043254265010040832|
1043220785136107521	1043251946029805573|
1043220839129395200	1043305511737683968|
1043221624064028672	1043227825086627841|
1043221741961719808	1043224205670735872|
1043222050528063489	1043222051949953025|
1043222986940133376	1043598808410742786|
1043223096608452608	1043224427377381383|
1043223246655696896	1043231606775930881|
1043223554408558592	1043225429056933889|
1043223788358443010	1043225736469995520|
1043224205670735872	1043618692716797952|
